Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type, Accommodation cost ,Transportation type, Transportation cost 
1032,Bangkok,11/12/2021,11/20/2021,8,Anthony RODRIGUEZ,42,Male,Moroccan,Guesthouse," $5,441.00 ",Car rental," $2,274.00 "
1033,Cape Town,9/24/2024,10/5/2024,11,Anthony MILLER,37,Female,American,Hotel," $4,876.00 ",Flight, $745.00 
1034,"Athens, Greece",8/23/2024,8/26/2024,3,Anthony MARTINEZ,21,Male,South African,Riad," $6,876.00 ",Flight, $671.00 
1035,Paris,3/29/2022,4/12/2022,14,Anthony DAVIS,22,Male,South African,Hostel," $5,334.00 ",Bus, $831.00 
1036,New York,7/14/2021,7/20/2021,6,Anthony HERNANDEZ,41,Female,Greece,Hostel," $4,873.00 ",Plane, $848.00 
1037,Egypt,11/28/2022,12/12/2022,14,Patricia SMITH,56,Male,Cambodia,Vacation rental," $2,904.00 ",Subway, $637.00 
1038,Bali,8/24/2023,8/27/2023,3,Patricia JOHNSON,57,Female,Vietnamese,Riad," $1,242.00 ",Airplane," $2,214.00 "
1039,London,4/1/2022,4/12/2022,11,Patricia WILLIAMS,23,Male,Spanish,Riad," $5,254.00 ",Car rental," $1,527.00 "
1040,Australia,2/15/2024,2/19/2024,4,Patricia BROWN,23,Female,Canada,Villa," $5,654.00 ",Ferry," $2,077.00 "
1041,Hawaii,10/27/2024,11/9/2024,13,Patricia JONES,27,Female,Brazil,Riad," $1,906.00 ",Airplane, $774.00 
1042,Amsterdam,4/25/2022,5/1/2022,6,Patricia GARCIA,50,Female,Scottish,Hotel," $6,955.00 ",Flight," $1,652.00 "
1043,"Vancouver, Canada",9/7/2022,9/18/2022,11,Patricia RODRIGUEZ,27,Male,South Korean,Guesthouse," $5,888.00 ",Plane," $2,316.00 "
1044,"Edinburgh, Scotland",2/11/2024,2/25/2024,14,Patricia MILLER,32,Male,Japan,Hostel," $7,796.00 ",Airplane," $1,628.00 "
1045,Hawaii,7/13/2021,7/21/2021,8,Patricia MARTINEZ,21,Male,Hong Kong,Hostel," $5,239.00 ",Car rental," $1,299.00 "
1046,"Seoul, South Korea",6/25/2022,6/26/2022,1,Patricia DAVIS,31,Female,Emirati,Hostel," $2,135.00 ",Car rental, $738.00 
1047,Australia,3/26/2024,4/8/2024,13,Patricia HERNANDEZ,26,Male,Indonesian,Riad," $6,364.00 ",Car rental," $1,384.00 "
1048,"Seoul, South Korea",8/7/2023,8/14/2023,7,Linda SMITH,39,Male,United Kingdom,Guesthouse, $147.00 ,Bus," $2,376.00 "
1049,Phuket,11/16/2023,11/24/2023,8,Linda JOHNSON,46,Male,Canada,Hotel," $4,705.00 ",Plane, $276.00 
1050,"Paris, France",1/9/2021,1/24/2021,15,Linda WILLIAMS,51,Male,Italy,Guesthouse," $4,356.00 ",Subway," $2,077.00 "
1051,"Tokyo, Japan",4/22/2021,4/27/2021,5,Linda BROWN,26,Male,Australian,Hotel, $199.00 ,Flight," $1,129.00 "
1052,"Auckland, New Zealand",8/16/2022,8/17/2022,1,Linda JONES,33,Male,Singapore,Guesthouse," $5,102.00 ",Subway, $925.00 
1053,Barcelona,3/3/2022,3/10/2022,7,Linda GARCIA,25,Female,Italian,Hotel," $1,872.00 ",Ferry, $682.00 
1054,"Sydney, Australia",6/24/2021,7/5/2021,11,Linda RODRIGUEZ,50,Female,Japan,Airbnb," $4,499.00 ",Car," $1,739.00 "
1055,"Rio de Janeiro, Brazil",5/26/2021,6/9/2021,14,Linda MILLER,54,Male,Greece,Riad," $7,475.00 ",Bus, $805.00 
1056,"Barcelona, Spain",9/23/2021,9/26/2021,3,Linda MARTINEZ,48,Male,Emirati,Hostel," $1,272.00 ",Subway, $751.00 
1057,Japan,10/1/2021,10/14/2021,13,Linda DAVIS,55,Female,German,Hostel," $7,940.00 ",Ferry, $567.00 
1058,Bali,4/11/2021,4/14/2021,3,Linda HERNANDEZ,45,Female,Germany,Resort," $1,133.00 ",Flight," $2,339.00 "
1059,London,6/23/2022,6/25/2022,2,Mark SMITH,48,Male,Germany,Villa," $4,034.00 ",Car," $2,330.00 "
1060,"Amsterdam, Netherlands",1/16/2023,1/26/2023,10,Mark JOHNSON,32,Female,South Korea,Villa," $7,099.00 ",Bus, $843.00 
1061,"Cape Town, South Africa",11/27/2021,12/9/2021,12,Mark WILLIAMS,53,Male,Brazil,Hostel," $5,646.00 ",Bus," $1,526.00 "
1062,"Marrakech, Morocco",9/9/2024,9/21/2024,12,Mark BROWN,36,Female,American,Guesthouse," $5,231.00 ",Airplane," $1,472.00 "
1063,"Berlin, Germany",11/7/2024,11/17/2024,10,Mark JONES,39,Female,Brazilian,Villa," $1,676.00 ",Subway, $105.00 
1064,Brazil,2/16/2021,2/18/2021,2,Mark GARCIA,55,Female,Scottish,Riad," $4,026.00 ",Subway," $2,216.00 "
1065,"Amsterdam, Netherlands",8/1/2023,8/2/2023,1,Mark RODRIGUEZ,41,Female,China,Airbnb," $3,113.00 ",Airplane," $1,067.00 "
1066,"Berlin, Germany",7/5/2021,7/13/2021,8,Mark MILLER,33,Male,New Zealander,Airbnb," $7,752.00 ",Airplane," $1,209.00 "
1067,"Amsterdam, Netherlands",2/19/2021,2/22/2021,3,Mark MARTINEZ,60,Female,Canadian,Villa," $4,125.00 ",Bus," $1,804.00 "
1068,"Edinburgh, Scotland",1/29/2021,2/11/2021,13,Mark DAVIS,41,Male,Taiwanese,Villa," $3,830.00 ",Train," $2,316.00 "
1069,Spain,3/22/2024,3/23/2024,1,Mark HERNANDEZ,22,Male,Brazil,Resort," $2,526.00 ",Ferry, $475.00 
1070,"Auckland, New Zealand",7/17/2021,7/30/2021,13,Elizabeth SMITH,27,Male,Italy,Guesthouse," $6,719.00 ",Subway," $1,904.00 "
1071,"Bangkok, Thai",3/6/2023,3/20/2023,14,Elizabeth JOHNSON,49,Male,China,Airbnb," $2,242.00 ",Plane," $1,456.00 "
1072,Santorini,10/3/2022,10/5/2022,2,Elizabeth WILLIAMS,60,Male,Scottish,Hotel, $136.00 ,Train, $408.00 
1073,Brazil,4/9/2021,4/23/2021,14,Elizabeth BROWN,33,Female,Canadian,Riad," $7,031.00 ",Plane," $1,508.00 "
1074,Canada,7/29/2022,8/1/2022,3,Elizabeth JONES,27,Male,Italian,Guesthouse," $7,438.00 ",Airplane, $375.00 
1075,"Amsterdam, Netherlands",7/16/2022,7/25/2022,9,Elizabeth GARCIA,20,Female,Taiwan,Riad," $4,993.00 ",Airplane," $1,595.00 "
1076,"Bangkok, Thai",9/6/2024,9/13/2024,7,Elizabeth RODRIGUEZ,24,Male,Italy,Vacation rental," $2,441.00 ",Flight, $530.00 
1077,Cape Town,1/12/2024,1/21/2024,9,Elizabeth MILLER,43,Female,Spanish,Riad," $7,191.00 ",Car rental," $1,426.00 "
1078,"Auckland, New Zealand",7/23/2022,7/31/2022,8,Elizabeth MARTINEZ,45,Female,USA,Villa," $4,580.00 ",Train, $349.00 
1079,"Berlin, Germany",8/13/2022,8/14/2022,1,Elizabeth DAVIS,53,Female,Mexican,Riad," $1,147.00 ",Airplane, $975.00 
1080,Italy,6/11/2021,6/21/2021,10,Elizabeth HERNANDEZ,51,Male,Indian,Resort," $5,827.00 ",Plane," $2,214.00 "
1081,"Bangkok, Thai",3/23/2021,4/3/2021,11,LOPEZ SMITH,52,Male,South Korean,Hotel," $7,833.00 ",Bus," $2,000.00 "
1082,"Dubai, United Arab Emirates",4/3/2024,4/10/2024,7,LOPEZ JOHNSON,59,Male,Cambodia,Hotel," $5,428.00 ",Flight," $2,172.00 "
1083,Egypt,2/7/2024,2/17/2024,10,LOPEZ WILLIAMS,50,Female,Canadian,Hotel," $2,684.00 ",Airplane," $1,424.00 "
1084,"Marrakech, Morocco",10/15/2021,10/25/2021,10,LOPEZ BROWN,46,Female,Hong Kong,Vacation rental," $3,517.00 ",Bus," $1,888.00 "
1085,"Seoul, South Korea",10/13/2023,10/16/2023,3,LOPEZ JONES,55,Female,Spanish,Villa," $4,530.00 ",Subway," $2,111.00 "
1086,London,12/30/2023,1/14/2024,15,LOPEZ GARCIA,37,Female,French,Guesthouse," $1,483.00 ",Car rental, $763.00 
1087,Phnom Penh,2/14/2024,2/28/2024,14,LOPEZ RODRIGUEZ,37,Male,Canada,Hotel," $6,299.00 ",Ferry," $1,120.00 "
1088,"Sydney, Australia",8/16/2024,8/19/2024,3,LOPEZ MILLER,28,Female,Singapore,Airbnb," $7,662.00 ",Ferry, $499.00 
1089,Canada,8/26/2022,9/3/2022,8,LOPEZ MARTINEZ,27,Female,Chinese,Hostel," $2,009.00 ",Car," $1,795.00 "
1090,"New York, USA",8/21/2023,9/1/2023,11,LOPEZ DAVIS,22,Female,Singapore,Hotel," $4,428.00 ",Plane," $2,116.00 "
1091,Amsterdam,6/6/2022,6/14/2022,8,LOPEZ HERNANDEZ,53,Male,American,Villa," $2,804.00 ",Bus," $1,026.00 "
1092,"Auckland, New Zealand",8/20/2021,8/23/2021,3,GONZALEZ SMITH,57,Female,USA,Riad," $2,735.00 ",Ferry," $1,754.00 "
1093,Bali,2/24/2024,3/8/2024,13,GONZALEZ JOHNSON,20,Male,South Korea,Hostel," $3,065.00 ",Car," $2,150.00 "
1094,"Berlin, Germany",8/27/2023,8/28/2023,1,GONZALEZ WILLIAMS,28,Female,Korean,Airbnb," $6,268.00 ",Car, $698.00 
1095,London,4/18/2022,4/29/2022,11,GONZALEZ BROWN,43,Female,Greece,Vacation rental," $6,245.00 ",Train," $1,464.00 "
1096,Italy,12/28/2024,1/1/2025,4,GONZALEZ JONES,49,Female,United Arab Emirates,Hotel," $5,430.00 ",Plane," $1,185.00 "
1097,"Athens, Greece",4/14/2022,4/23/2022,9,GONZALEZ GARCIA,29,Male,Vietnamese,Riad," $6,239.00 ",Bus," $2,393.00 "
1098,Dubai,10/30/2023,11/14/2023,15,GONZALEZ RODRIGUEZ,26,Male,Scottish,Hostel, $776.00 ,Ferry," $2,122.00 "
1099,Greece,11/12/2023,11/21/2023,9,GONZALEZ MILLER,42,Female,South African,Vacation rental," $7,480.00 ",Plane," $1,678.00 "
1100,"New York City, USA",9/23/2021,10/1/2021,8,GONZALEZ MARTINEZ,34,Male,Scottish,Riad, $701.00 ,Plane," $2,343.00 "
1101,Sydney,11/23/2022,12/1/2022,8,GONZALEZ DAVIS,44,Female,British,Vacation rental," $6,144.00 ",Flight, $827.00 
1102,"Honolulu, Hawaii",9/18/2024,9/21/2024,3,GONZALEZ HERNANDEZ,50,Female,Brazilian,Villa," $6,680.00 ",Car," $2,066.00 "
1103,Australia,9/30/2023,10/15/2023,15,WILSON SMITH,24,Male,Japan,Vacation rental," $3,176.00 ",Bus," $2,460.00 "
1104,"Dubai, United Arab Emirates",8/27/2024,9/11/2024,15,WILSON JOHNSON,36,Male,South Korean,Guesthouse," $4,639.00 ",Ferry," $2,460.00 "
1105,Santorini,7/24/2021,8/2/2021,9,WILSON WILLIAMS,52,Male,Spain,Vacation rental," $7,371.00 ",Subway," $1,980.00 "
1106,"Rio de Janeiro, Brazil",6/7/2024,6/18/2024,11,WILSON BROWN,37,Female,Scottish,Guesthouse," $2,597.00 ",Ferry," $2,486.00 "
1107,"Phuket, Thailand",11/20/2021,12/2/2021,12,WILSON JONES,37,Male,Japanese,Resort," $3,403.00 ",Bus, $491.00 
1108,Amsterdam,6/11/2021,6/24/2021,13,WILSON GARCIA,34,Male,USA,Villa," $2,571.00 ",Bus," $2,118.00 "
1109,"Athens, Greece",8/17/2021,8/24/2021,7,WILSON RODRIGUEZ,34,Female,Indonesian,Airbnb," $6,454.00 ",Ferry, $757.00 
1110,New York,11/20/2024,12/4/2024,14,WILSON MILLER,21,Female,New Zealander,Villa," $3,749.00 ",Plane," $2,404.00 "
1111,Hawaii,9/18/2024,9/21/2024,3,WILSON MARTINEZ,33,Male,Spanish,Riad," $6,942.00 ",Car, $544.00 
1112,Italy,8/4/2023,8/6/2023,2,WILSON DAVIS,54,Male,China,Hotel," $6,454.00 ",Ferry," $1,032.00 "
1113,"Vancouver, Canada",4/4/2023,4/15/2023,11,WILSON HERNANDEZ,27,Female,United Kingdom,Hotel," $6,924.00 ",Subway," $1,096.00 "
1114,Bangkok,8/7/2021,8/18/2021,11,ANDERSON SMITH,37,Male,Germany,Hostel," $3,687.00 ",Ferry," $1,534.00 "
1115,"Los Angeles, USA",2/12/2022,2/25/2022,13,ANDERSON JOHNSON,48,Male,Spain,Vacation rental," $2,994.00 ",Flight," $1,480.00 "
1116,Sydney,9/20/2023,9/22/2023,2,ANDERSON WILLIAMS,37,Male,Japan,Resort," $7,562.00 ",Plane," $2,076.00 "
1117,Spain,11/24/2022,12/9/2022,15,ANDERSON BROWN,28,Female,Chinese,Airbnb," $7,230.00 ",Car rental, $666.00 
1118,"New York City, USA",10/30/2023,11/2/2023,3,ANDERSON JONES,22,Female,Taiwan,Resort," $2,483.00 ",Subway, $954.00 
1119,"Bangkok, Thai",2/19/2021,2/26/2021,7,ANDERSON GARCIA,58,Female,Greece,Villa," $4,628.00 ",Airplane," $1,540.00 "
1120,"Honolulu, Hawaii",5/15/2021,5/19/2021,4,ANDERSON RODRIGUEZ,28,Male,Dutch,Hostel," $3,079.00 ",Flight," $2,287.00 "
1121,"Edinburgh, Scotland",3/14/2024,3/26/2024,12,ANDERSON MILLER,35,Female,Canadian,Resort," $4,699.00 ",Car, $527.00 
1122,Thailand,10/12/2021,10/15/2021,3,ANDERSON MARTINEZ,26,Male,Brazilian,Riad," $4,579.00 ",Flight," $2,283.00 "
1123,Egypt,7/23/2021,8/4/2021,12,ANDERSON DAVIS,59,Male,Canada,Riad," $3,779.00 ",Subway, $527.00 
1124,"Cape Town, South Africa",1/27/2021,1/28/2021,1,ANDERSON HERNANDEZ,34,Male,China,Guesthouse," $1,388.00 ",Subway, $412.00 
1125,Bangkok,10/10/2022,10/23/2022,13,THOMAS SMITH,48,Female,China,Airbnb, $919.00 ,Ferry, $284.00 
1126,Spain,8/7/2021,8/13/2021,6,THOMAS JOHNSON,59,Male,Brazil,Hostel," $4,803.00 ",Ferry," $1,575.00 "
1127,"Cancun, Mexico",2/19/2022,3/6/2022,15,THOMAS WILLIAMS,47,Male,Singapore,Villa," $7,636.00 ",Ferry," $1,215.00 "
1128,Barcelona,10/14/2023,10/24/2023,10,THOMAS BROWN,58,Female,Italian,Guesthouse," $2,275.00 ",Car rental," $1,507.00 "
1129,France,8/15/2021,8/19/2021,4,THOMAS JONES,58,Male,South Korea,Hotel, $298.00 ,Car rental, $897.00 
1130,Phuket,2/26/2024,3/10/2024,13,THOMAS GARCIA,44,Male,United Kingdom,Hotel," $2,507.00 ",Train," $1,086.00 "
1131,"Bangkok, Thai",12/11/2024,12/16/2024,5,THOMAS RODRIGUEZ,55,Female,Cambodia,Villa," $6,811.00 ",Subway, $618.00 
1132,Rome,3/16/2022,3/25/2022,9,THOMAS MILLER,22,Male,USA,Hotel," $6,568.00 ",Ferry," $1,459.00 "
1133,Santorini,6/13/2022,6/18/2022,5,THOMAS MARTINEZ,35,Female,Italy,Guesthouse," $5,767.00 ",Airplane," $2,417.00 "
1134,"Vancouver, Canada",12/3/2024,12/11/2024,8,THOMAS DAVIS,42,Male,Korean,Airbnb," $3,280.00 ",Car rental," $2,264.00 "
1135,"Barcelona, Spain",5/13/2024,5/15/2024,2,THOMAS HERNANDEZ,26,Female,Moroccan,Riad," $1,068.00 ",Flight," $2,411.00 "
1136,"Barcelona, Spain",3/15/2024,3/21/2024,6,TAYLOR SMITH,34,Male,Dutch,Villa," $3,924.00 ",Car," $1,822.00 "
1137,"Edinburgh, Scotland",2/28/2022,3/5/2022,5,TAYLOR JOHNSON,47,Male,Korean,Hostel, $391.00 ,Ferry," $2,234.00 "
1138,Bangkok,10/3/2022,10/7/2022,4,TAYLOR WILLIAMS,37,Female,Canada,Vacation rental," $1,285.00 ",Subway, $621.00 
1139,Egypt,7/23/2022,7/27/2022,4,TAYLOR BROWN,30,Female,Spain,Guesthouse," $5,735.00 ",Plane," $1,061.00 "
1140,Amsterdam,3/19/2023,3/27/2023,8,TAYLOR JONES,24,Female,Taiwan,Riad," $2,996.00 ",Plane," $2,342.00 "
1141,Santorini,3/15/2022,3/24/2022,9,TAYLOR GARCIA,44,Male,South African,Airbnb," $6,428.00 ",Ferry, $947.00 
1142,"Paris, France",11/24/2024,12/2/2024,8,TAYLOR RODRIGUEZ,56,Female,Canadian,Vacation rental," $3,710.00 ",Car, $479.00 
1143,New York,5/30/2024,6/11/2024,12,TAYLOR MILLER,34,Male,Spain,Vacation rental," $2,333.00 ",Subway, $898.00 
1144,"Rio de Janeiro, Brazil",2/1/2024,2/3/2024,2,TAYLOR MARTINEZ,54,Male,Dutch,Hotel," $4,211.00 ",Car rental, $670.00 
1145,New York,10/9/2023,10/11/2023,2,TAYLOR DAVIS,40,Male,Vietnamese,Hostel, $965.00 ,Airplane," $1,181.00 "
1146,"New York City, USA",10/17/2022,10/30/2022,13,TAYLOR HERNANDEZ,56,Male,Japanese,Airbnb," $2,989.00 ",Car rental," $1,377.00 "
1147,"Cape Town, South Africa",10/26/2022,11/1/2022,6,LEE SMITH,51,Female,South Korea,Villa," $6,609.00 ",Plane, $774.00 
1148,"Phuket, Thailand",12/6/2024,12/12/2024,6,LEE JOHNSON,38,Female,American,Hotel," $4,099.00 ",Plane, $761.00 
1149,Sydney,12/16/2023,12/18/2023,2,LEE WILLIAMS,58,Male,Spain,Villa," $3,732.00 ",Car rental, $782.00 
1150,"Bali, Indonesia",6/6/2022,6/16/2022,10,LEE BROWN,22,Female,Hong Kong,Riad, $731.00 ,Car, $491.00 
1151,"Bangkok, Thai",11/18/2023,11/23/2023,5,LEE JONES,33,Female,Japanese,Guesthouse," $4,640.00 ",Ferry," $1,624.00 "
1152,Mexico,12/21/2024,12/27/2024,6,LEE GARCIA,49,Female,Germany,Vacation rental, $555.00 ,Train, $189.00 
1153,"Tokyo, Japan",4/15/2022,4/17/2022,2,LEE RODRIGUEZ,36,Female,Taiwan,Villa," $6,730.00 ",Car rental, $913.00 
1154,"Honolulu, Hawaii",5/26/2021,6/6/2021,11,LEE MILLER,27,Male,China,Hostel," $6,059.00 ",Plane," $2,078.00 "
1155,Brazil,11/9/2022,11/18/2022,9,LEE MARTINEZ,40,Male,South African,Villa," $2,921.00 ",Car rental," $1,377.00 "
1156,"Vancouver, Canada",4/14/2024,4/29/2024,15,LEE DAVIS,54,Male,Vietnamese,Vacation rental," $3,338.00 ",Plane," $1,074.00 "
1157,Bali,12/8/2024,12/14/2024,6,LEE HERNANDEZ,28,Female,Moroccan,Hotel," $5,838.00 ",Ferry, $932.00 
1158,"Rome, Italy",6/1/2022,6/5/2022,4,MOORE SMITH,22,Female,Japanese,Vacation rental," $5,913.00 ",Plane," $1,404.00 "
1159,"Vancouver, Canada",10/16/2021,10/20/2021,4,MOORE JOHNSON,49,Male,Indian,Resort," $5,708.00 ",Flight," $1,453.00 "
1160,"Sydney, AUS",6/1/2022,6/6/2022,5,MOORE WILLIAMS,42,Male,Australian,Guesthouse," $5,784.00 ",Bus," $2,220.00 "
1161,Rio de Janeiro,3/10/2023,3/24/2023,14,MOORE BROWN,29,Male,Canada,Hostel," $1,768.00 ",Subway," $2,382.00 "
1162,"Bali, Indonesia",6/20/2024,6/26/2024,6,MOORE JONES,37,Female,Spanish,Villa," $1,165.00 ",Plane," $2,067.00 "
1163,"New York, USA",6/26/2021,6/28/2021,2,MOORE GARCIA,29,Male,Canada,Hotel," $3,582.00 ",Flight, $751.00 
1164,Santorini,6/25/2024,6/28/2024,3,MOORE RODRIGUEZ,58,Male,UK,Hostel," $1,353.00 ",Train," $1,087.00 "
1165,"London, UK",7/10/2024,7/13/2024,3,MOORE MILLER,22,Male,Chinese,Hotel," $5,840.00 ",Plane, $631.00 
1166,Santorini,8/30/2023,9/10/2023,11,MOORE MARTINEZ,56,Male,Hong Kong,Riad," $7,859.00 ",Subway," $2,312.00 "
1167,"Los Angeles, USA",6/5/2022,6/10/2022,5,MOORE DAVIS,45,Female,Brazilian,Hotel," $2,942.00 ",Airplane," $1,620.00 "
1168,Egypt,8/29/2021,9/11/2021,13,MOORE HERNANDEZ,21,Female,Korean,Riad," $2,082.00 ",Train, $776.00 
1169,"Sydney, AUS",8/14/2024,8/29/2024,15,JACKSON SMITH,44,Male,Singapore,Resort, $928.00 ,Flight," $2,351.00 "
1170,Japan,12/11/2022,12/16/2022,5,JACKSON JOHNSON,40,Male,French,Airbnb," $1,476.00 ",Plane," $2,459.00 "
1171,"Sydney, AUS",2/17/2023,2/28/2023,11,JACKSON WILLIAMS,52,Male,South Korean,Hostel, $551.00 ,Airplane," $2,423.00 "
1172,Barcelona,11/16/2024,11/19/2024,3,JACKSON BROWN,54,Female,Italy,Hostel," $3,917.00 ",Ferry, $535.00 
1173,"Rio de Janeiro, Brazil",7/6/2023,7/9/2023,3,JACKSON JONES,23,Female,Australian,Airbnb," $3,640.00 ",Bus, $572.00 
1174,Tokyo,6/28/2024,7/6/2024,8,JACKSON GARCIA,38,Male,Indian,Hotel," $5,293.00 ",Car rental," $2,155.00 "
1175,"Barcelona, Spain",9/7/2023,9/9/2023,2,JACKSON RODRIGUEZ,25,Male,New Zealander,Vacation rental," $7,165.00 ",Car," $2,202.00 "
1176,"Dubai, United Arab Emirates",9/19/2023,9/26/2023,7,JACKSON MILLER,55,Female,Germany,Guesthouse, $182.00 ,Ferry, $842.00 
1177,Rome,1/8/2023,1/9/2023,1,JACKSON MARTINEZ,48,Female,Italian,Guesthouse," $3,384.00 ",Bus," $2,129.00 "
1178,"Rome, Italy",7/22/2023,7/26/2023,4,JACKSON DAVIS,21,Female,Cambodia,Hotel," $3,703.00 ",Bus," $2,198.00 "
1179,"Amsterdam, Netherlands",5/19/2022,5/20/2022,1,JACKSON HERNANDEZ,30,Female,Chinese,Hostel," $6,133.00 ",Plane," $1,258.00 "
1180,"Sydney, AUS",2/5/2022,2/15/2022,10,John Smith,40,Female,German,Guesthouse," $6,356.00 ",Plane, $531.00 
1181,"Amsterdam, Netherlands",1/12/2023,1/18/2023,6,Jane Doe,23,Female,Brazil,Villa," $4,220.00 ",Plane," $2,091.00 "
1182,France,7/10/2024,7/14/2024,4,David Lee,37,Female,South African,Guesthouse," $6,866.00 ",Subway," $1,397.00 "
1183,"New York City, USA",10/12/2024,10/25/2024,13,Sarah Johnson,28,Female,South Korea,Guesthouse," $2,967.00 ",Subway," $2,434.00 "
1184,Thailand,1/19/2021,1/29/2021,10,Kim Nguyen,53,Female,Hong Kong,Airbnb," $4,993.00 ",Flight," $1,763.00 "
1185,Dubai,3/9/2023,3/14/2023,5,Michael Brown,23,Male,Cambodia,Hostel," $6,478.00 ",Airplane," $1,277.00 "
1186,"Marrakech, Morocco",1/7/2021,1/15/2021,8,Emily Davis,39,Male,British,Hotel," $3,602.00 ",Train," $1,241.00 "
1187,"Bangkok, Thai",12/9/2024,12/20/2024,11,Lucas Santos,47,Male,Canada,Hotel," $2,255.00 ",Car, $442.00 
1188,Canada,1/19/2021,1/25/2021,6,Laura Janssen,37,Female,New Zealander,Hostel," $1,259.00 ",Flight, $386.00 
1189,"Bangkok, Thai",4/5/2022,4/13/2022,8,Mohammed Ali,35,Male,American,Resort," $6,365.00 ",Car," $1,137.00 "
1190,London,4/13/2023,4/19/2023,6,Ana Hernandez,34,Female,British,Hotel," $4,180.00 ",Car rental," $1,160.00 "
1191,Phnom Penh,4/9/2023,4/18/2023,9,Carlos Garcia,53,Female,Canada,Hostel," $4,777.00 ",Car rental," $1,323.00 "
1192,"Dubai, United Arab Emirates",1/20/2024,1/24/2024,4,Lily Wong,34,Female,Indian,Hotel," $2,222.00 ",Bus," $2,147.00 "
1193,Amsterdam,1/27/2022,2/6/2022,10,Hans Mueller,60,Female,Taiwan,Hostel," $4,777.00 ",Flight," $2,444.00 "
1194,"London, UK",7/21/2021,7/29/2021,8,Fatima Khouri,47,Male,South African,Airbnb, $710.00 ,Subway, $829.00 
1195,Sydney,6/14/2022,6/27/2022,13,James MacKenzie,29,Male,New Zealander,Hostel," $3,860.00 ",Train, $952.00 
1196,Brazil,5/10/2022,5/21/2022,11,Sarah Johnson,27,Male,Canada,Airbnb," $2,849.00 ",Flight," $2,039.00 "
1197,"Marrakech, Morocco",5/7/2021,5/16/2021,9,Michael Chang,32,Male,Taiwanese,Hotel," $5,855.00 ",Subway," $1,643.00 "
1198,"Sydney, Australia",11/20/2021,11/22/2021,2,Olivia Rodriguez,52,Female,Canada,Hostel," $1,175.00 ",Car rental, $131.00 
1199,"Marrakech, Morocco",6/29/2022,7/7/2022,8,Kenji Nakamura,33,Male,Taiwan,Villa," $1,444.00 ",Train, $510.00 
1200,Tokyo,4/21/2024,5/1/2024,10,Emily Lee,32,Female,Korean,Hotel," $3,664.00 ",Bus," $2,398.00 "
1201,Australia,2/11/2022,2/17/2022,6,James Wilson,34,Male,Italy,Resort," $3,844.00 ",Car rental," $1,128.00 "
1202,Italy,12/19/2021,12/21/2021,2,Sofia Russo,58,Female,Japanese,Hostel, $943.00 ,Plane, $907.00 
1203,"Cape Town, SA",4/15/2021,4/29/2021,14,Raj Patel,45,Male,Australian,Hotel, $424.00 ,Subway," $1,163.00 "
1204,Bali,9/18/2021,9/24/2021,6,Lily Nguyen,51,Female,Scottish,Hotel," $2,434.00 ",Car rental," $1,055.00 "
1205,France,2/25/2022,3/3/2022,6,David Kim,25,Female,Spanish,Hostel," $2,709.00 ",Car rental, $526.00 
1206,"Seoul, South Korea",6/5/2022,6/10/2022,5,Maria Garcia,47,Female,Cambodia,Airbnb," $4,457.00 ",Car rental, $820.00 
1207,Australia,12/22/2021,1/3/2022,12,Alice Smith,41,Female,South Korea,Resort," $7,791.00 ",Plane," $1,092.00 "
1208,Canada,5/13/2024,5/28/2024,15,Bob Johnson,27,Male,Taiwan,Villa," $1,336.00 ",Airplane, $449.00 
1209,"New York, USA",2/28/2021,3/13/2021,13,Charlie Lee,51,Male,Canadian,Guesthouse," $6,039.00 ",Car rental," $1,466.00 "
1210,"Bali, Indonesia",3/14/2024,3/20/2024,6,Emma Davis,47,Female,Australian,Resort," $6,366.00 ",Airplane," $2,129.00 "
1211,"Honolulu, Hawaii",8/15/2022,8/27/2022,12,Olivia Martin,37,Male,Vietnamese,Hostel," $4,979.00 ",Bus," $2,468.00 "
1212,Greece,3/24/2024,3/29/2024,5,Harry Wilson,59,Male,Italy,Hostel," $4,082.00 ",Airplane," $2,085.00 "
1213,"Paris, France",10/16/2021,10/23/2021,7,Sophia Lee,27,Female,Japan,Resort, $504.00 ,Ferry," $1,141.00 "
1214,Greece,11/22/2024,11/25/2024,3,James Brown,42,Male,Canadian,Hotel," $6,498.00 ",Bus," $1,978.00 "
1215,Rio de Janeiro,6/15/2023,6/17/2023,2,Mia Johnson,39,Female,American,Vacation rental," $5,951.00 ",Flight," $2,297.00 "
1216,Cape Town,11/5/2021,11/8/2021,3,William Davis,31,Female,Brazil,Villa," $3,516.00 ",Car rental," $2,310.00 "
1217,"Marrakech, Morocco",3/25/2023,4/3/2023,9,Amelia Brown,56,Male,Japan,Vacation rental," $1,153.00 ",Bus," $1,581.00 "
1218,Hawaii,1/24/2022,1/25/2022,1,Mia Johnson,52,Male,American,Vacation rental," $3,603.00 ",Train," $2,434.00 "
1219,Phnom Penh,12/18/2022,12/19/2022,1,Adam Lee,37,Male,South Korea,Resort," $1,713.00 ",Car rental, $941.00 
1220,"New York City, USA",4/30/2022,5/9/2022,9,Sarah Wong,43,Female,UK,Vacation rental," $3,643.00 ",Car rental," $1,879.00 "
